1614384000000,46276.88000000,46585.00000000,46156.24000000,46580.36000000,292.25139600,1614384299999,13542285.47920300,7338,149.49895500,6929722.22622163,0
1614384300000,46577.72000000,46846.90000000,46489.19000000,46824.95000000,355.28934600,1614384599999,16586498.27997066,8609,155.65804100,7266492.51447284,0
1614384600000,46824.95000000,46920.00000000,46622.27000000,46674.94000000,382.41583100,1614384899999,17891333.67958169,7449,168.01881400,7862810.79231301,0
1614384900000,46685.55000000,46685.55000000,46465.85000000,46528.39000000,200.59396300,1614385199999,9336934.77836028,6703,86.37810200,4020831.99612684,0
1614385200000,46528.39000000,46750.99000000,46509.02000000,46750.99000000,165.99854100,1614385499999,7740857.64286823,5365,89.19093700,4159371.60174810,0
1614385500000,46751.00000000,46952.37000000,46607.43000000,46720.95000000,255.97462100,1614385799999,11972727.05947322,7062,126.21255500,5903303.22785931,0
1614385800000,46721.83000000,46933.84000000,46499.99000000,46902.24000000,320.74464200,1614386099999,14997343.60185908,7687,163.15401800,7632707.58598325,0
1614386100000,46902.18000000,47238.31000000,46886.90000000,47198.41000000,558.61342900,1614386399999,26317277.61062027,11635,273.07614400,12863011.85229281,0
1614386400000,47196.60000000,47266.00000000,47064.53000000,47150.01000000,265.59400900,1614386699999,12534959.94613407,7428,110.77958900,5229363.00042312,0
1614386700000,47151.24000000,47206.53000000,47081.54000000,47169.36000000,184.37444700,1614386999999,8692219.64309449,4217,68.23167000,3216978.53854133,0
1614387000000,47161.53000000,47481.23000000,47155.00000000,47480.88000000,312.72340600,1614387299999,14814889.59846941,7411,165.98935800,7860757.11220335,0
1614387300000,47477.00000000,47568.18000000,47391.42000000,47525.07000000,239.72636000,1614387599999,11376298.52134183,5676,108.82748800,5165290.09948527,0
1614387600000,47523.34000000,47584.48000000,47334.58000000,47465.68000000,265.99315100,1614387899999,12621880.07744969,6725,121.60409200,5770121.77408948,0
1614387900000,47465.68000000,47775.00000000,47410.00000000,47700.43000000,339.72869900,1614388199999,16175258.49965018,8388,181.45133000,8640916.44791249,0
1614388200000,47698.53000000,47698.53000000,47413.28000000,47453.79000000,234.08754400,1614388499999,11130301.09517511,5783,105.13501000,5000339.03507668,0
1614388500000,47453.80000000,47474.17000000,47331.54000000,47445.14000000,204.78734700,1614388799999,9707901.08963972,5080,101.67939500,4819979.99347622,0
1614388800000,47445.14000000,47521.10000000,47372.72000000,47462.01000000,156.72342800,1614389099999,7436489.79021507,4394,79.94639300,3793620.06962901,0
1614389100000,47462.01000000,47655.29000000,47442.02000000,47565.15000000,248.83345900,1614389399999,11830232.42206814,5045,144.04493900,6848783.56406049,0
1614389400000,47565.15000000,47567.95000000,47415.16000000,47445.35000000,126.66546700,1614389699999,6013924.62578571,3632,51.81884300,2460643.64168111,0
1614389700000,47444.53000000,47960.00000000,47444.53000000,47902.17000000,414.00745400,1614389999999,19786378.34053619,9166,249.23966800,11911702.80935816,0
1614390000000,47901.89000000,47945.33000000,47679.50000000,47789.72000000,222.30112400,1614390299999,10620575.03157439,5359,106.80356700,5102666.52371361,0
1614390300000,47789.71000000,47940.00000000,47686.29000000,47757.14000000,231.23452800,1614390599999,11051467.95265698,5057,125.49377100,5997582.47174186,0
1614390600000,47757.14000000,47875.23000000,47688.05000000,47762.51000000,250.30309000,1614390899999,11960872.28388972,4360,73.42677800,3507828.93535463,0
1614390900000,47773.82000000,47814.00000000,47700.01000000,47761.97000000,150.32279700,1614391199999,7179261.70874965,3306,80.60774000,3849954.09287829,0
1614391200000,47761.97000000,47790.76000000,47518.38000000,47629.18000000,324.91201000,1614391499999,15475203.87216202,5382,104.08317000,4957852.80011450,0
1614391500000,47629.17000000,47835.90000000,47627.75000000,47833.18000000,326.33137100,1614391799999,15578100.11965618,5776,167.85466700,8012098.07608074,0
1614391800000,47831.92000000,47920.65000000,47620.44000000,47692.63000000,710.80058100,1614392099999,33959916.55967889,7839,345.04673800,16479352.65966914,0
1614392100000,47692.63000000,47789.72000000,47650.01000000,47758.21000000,339.25341900,1614392399999,16193385.55551135,6063,138.19953200,6596441.39924428,0
1614392400000,47758.20000000,47778.57000000,47610.00000000,47719.02000000,269.68020700,1614392699999,12859841.92700427,5729,119.12032900,5679252.06051259,0
1614392700000,47719.02000000,47765.16000000,47551.12000000,47739.43000000,292.60076700,1614392999999,13954223.22092821,5848,145.79669300,6953642.38028799,0
1614393000000,47739.43000000,48085.47000000,47736.81000000,47948.73000000,583.42397700,1614393299999,27984876.97480752,10253,325.91067600,15632880.16530174,0
1614393300000,47948.41000000,47978.27000000,47644.72000000,47680.77000000,246.79917100,1614393599999,11799721.09804711,5628,113.14140400,5410232.01821694,0
1614393600000,47680.77000000,47732.93000000,47480.00000000,47494.52000000,240.38747200,1614393899999,11455296.27430507,5535,129.96454100,6195161.04361363,0
1614393900000,47493.03000000,47614.13000000,47465.52000000,47519.53000000,272.18045000,1614394199999,12942733.82084744,5340,150.22076900,7143339.60164874,0
1614394200000,47519.32000000,47526.99000000,47186.00000000,47277.31000000,573.61114900,1614394499999,27164405.56747300,8725,283.61700100,13421516.48475515,0
1614394500000,47276.81000000,47400.00000000,47238.56000000,47375.34000000,276.62028100,1614394799999,13089719.22161962,6251,166.11614400,7861131.77710626,0
1614394800000,47375.34000000,47386.90000000,47158.26000000,47319.09000000,250.65573700,1614395099999,11862135.08214144,5645,115.60606900,5472959.08307834,0
1614395100000,47320.43000000,47524.27000000,47319.21000000,47521.34000000,185.63642000,1614395399999,8805440.84602463,4936,121.70723600,5773032.34231373,0
